date,last_4_dewpt_avg,last_4_temp_avg,last_4_solar_radiation_high,last_4_humidity_avg,current_solar_radiation,current_humidity,current_temp,current_dewpt,current_precip_rate,previous_day_percip_total,is_greenbelt_dry
2020-02-20 21:59:59,8.0,9.0,1.75,93.5,0.0,73,8,4,0.0,19.550000000000000,0
2020-02-20 22:59:59,8.0,9.0,0.0,93.0,0.0,72,8,3,0.0,19.550000000000000,1
2020-02-20 23:59:59,7.75,8.75,0.0,92.75,0.0,72,7,3,0.0,19.550000000000000,1
2020-02-21 00:59:59,0.0,0.0,0.0,0.0,0.0,74,6,2,0.0,194.08000000000000,1
2020-02-21 01:59:59,0.0,0.0,0.0,0.0,0.0,76,6,2,0.0,194.08000000000000,1
2020-02-21 02:59:59,0.0,0.0,0.0,0.0,0.0,79,5,1,0.0,194.08000000000000,1
2020-02-21 03:59:59,7.0,8.0,0.0,95.5,0.0,80,4,1,0.0,194.08000000000000,1
2020-02-21 04:59:59,7.0,8.0,0.0,95.75,0.0,80,4,1,0.0,194.08000000000000,1
2020-02-21 05:59:59,7.0,8.0,0.0,96.0,0.0,82,3,0,0.0,194.08000000000000,1
2020-02-21 06:59:59,7.0,7.75,0.0,95.75,0.0,82,3,0,0.0,194.08000000000000,1
2020-02-21 07:59:59,6.75,7.5,4.0,95.25,105.0,82,2,0,0.0,194.08000000000000,1
2020-02-21 08:59:57,6.5,7.25,10.25,94.5,295.0,77,3,0,0.0,194.08000000000000,1
2020-02-21 09:59:58,6.25,7.0,19.0,93.75,476.0,69,5,0,0.0,194.08000000000000,1
2020-02-21 10:59:58,6.0,7.0,42.75,93.25,615.0,64,7,1,0.0,194.08000000000000,1
2020-02-21 11:59:58,6.0,7.0,70.0,93.0,700.0,59,9,1,0.0,194.08000000000000,1
2020-02-21 12:59:58,6.0,7.0,90.5,92.5,744.0,55,10,2,0.0,194.08000000000000,1
2020-02-21 13:59:58,6.0,7.25,117.0,91.25,772.0,53,11,2,0.0,194.08000000000000,1
2020-02-21 14:59:58,6.0,7.75,138.0,89.25,693.0,50,12,2,0.0,194.08000000000000,1
2020-02-21 15:59:58,6.0,8.25,156.0,86.25,587.0,48,12,2,0.0,194.08000000000000,1
2020-02-21 16:59:58,6.0,9.0,172.75,82.25,443.0,48,13,2,0.0,194.08000000000000,1
2020-02-21 17:59:58,6.0,9.75,158.5,78.0,250.0,53,12,2,0.0,194.08000000000000,1
2020-02-21 18:59:59,5.75,10.0,119.5,74.0,30.0,58,10,2,0.0,194.08000000000000,1
2020-02-21 19:59:59,5.25,10.25,70.25,70.75,0.0,62,9,2,0.0,194.08000000000000,1
2020-02-21 20:59:59,4.75,10.0,26.75,69.75,0.0,66,9,3,0.0,194.08000000000000,1
2020-02-21 21:59:59,4.25,9.25,5.75,70.25,0.0,68,8,3,0.0,194.08000000000000,1
2020-02-21 22:59:59,3.75,8.75,0.0,71.0,0.0,70,8,3,0.0,194.08000000000000,1
2020-02-21 23:59:59,3.5,8.0,0.0,72.0,0.0,72,7,3,0.0,194.08000000000000,1
2020-02-22 00:59:59,0.0,0.0,0.0,0.0,0.0,72,7,3,0.0,0.0,1
2020-02-22 01:59:59,0.0,0.0,0.0,0.0,0.0,76,7,3,0.0,0.0,1
2020-02-22 02:59:59,0.0,0.0,0.0,0.0,0.0,80,6,3,0.0,0.0,1
2020-02-22 03:59:59,1.5,5.25,0.0,77.25,0.0,81,6,3,0.0,0.0,1
2020-02-22 04:59:59,1.25,4.75,0.0,78.75,0.0,75,7,3,0.0,0.0,1
2020-02-22 05:59:59,0.75,4.0,0.0,80.25,0.0,73,7,3,0.0,0.0,1
2020-02-22 06:59:57,0.5,3.5,0.0,81.0,0.0,73,7,3,0.0,0.0,1
2020-02-22 07:59:57,0.25,3.0,26.25,81.5,146.0,73,7,3,0.0,0.0,1
2020-02-22 08:59:58,0.0,2.75,100.0,80.75,350.0,69,8,3,0.0,0.0,1
2020-02-22 09:59:58,0.0,3.25,219.0,77.5,520.0,61,11,3,0.0,0.0,1
2020-02-22 10:59:58,0.25,4.25,372.75,73.0,626.0,53,13,4,0.0,0.0,1
2020-02-22 11:59:58,0.5,6.0,521.5,67.25,700.0,48,15,4,0.0,0.0,1
2020-02-22 12:59:58,1.0,7.75,633.75,61.75,740.0,47,16,5,0.0,0.0,1
2020-02-22 13:59:58,1.5,9.25,707.75,57.75,828.0,45,17,5,0.0,0.0,1
2020-02-22 14:59:58,1.75,10.5,727.25,54.25,809.0,42,18,5,0.0,0.0,1
2020-02-22 15:59:59,2.0,11.25,699.0,51.5,599.0,42,18,5,0.0,0.0,1
2020-02-22 16:59:58,2.0,12.0,623.75,49.75,424.0,44,17,5,0.0,0.0,1
2020-02-22 17:59:59,2.0,12.25,493.25,49.75,211.0,48,16,5,0.0,0.0,1
2020-02-22 18:59:59,2.0,11.75,327.5,51.75,44.0,54,15,6,0.0,0.0,1
2020-02-22 19:59:59,2.0,11.0,180.75,55.25,0.0,58,14,7,0.0,0.0,1
2020-02-22 20:59:59,2.25,10.0,70.0,59.75,0.0,62,14,7,0.0,0.0,1
2020-02-22 21:59:59,2.5,9.0,7.5,63.5,0.0,69,13,8,0.0,0.0,1
2020-02-22 22:59:59,2.75,8.5,0.0,66.5,0.0,73,13,8,0.0,0.0,1
2020-02-22 23:59:59,3.0,8.0,0.0,69.0,0.0,76,12,8,0.0,0.0,1
2020-02-23 00:59:59,0.0,0.0,0.0,0.0,0.0,78,13,9,0.0,0.0,1
2020-02-23 01:59:59,0.0,0.0,0.0,0.0,0.0,79,13,9,0.0,0.0,1
2020-02-23 02:59:59,0.0,0.0,0.0,0.0,0.0,80,13,9,0.0,0.0,1
2020-02-23 03:59:59,3.0,6.5,0.0,77.25,0.0,81,13,10,0.0,0.0,1
2020-02-23 04:59:59,3.0,6.5,0.0,78.0,0.0,83,13,10,0.0,0.0,1
2020-02-23 05:59:59,3.0,6.5,0.0,77.25,0.0,83,13,10,0.0,0.0,1
2020-02-23 06:59:58,3.0,6.75,0.0,75.5,0.0,85,12,10,0.0,0.0,1
2020-02-23 07:59:58,3.0,7.0,36.5,73.5,54.0,86,12,10,0.0,0.0,1
2020-02-23 08:59:58,3.0,7.25,124.0,72.0,69.0,86,13,11,0.0,0.0,1
2020-02-23 09:59:58,3.0,8.25,254.0,69.0,188.0,87,14,11,0.0,0.0,1
2020-02-23 10:59:58,3.25,9.75,410.5,64.0,227.0,85,15,13,0.0,0.0,1
2020-02-23 11:59:58,3.5,11.75,549.0,57.75,345.0,82,17,14,0.0,0.0,1
2020-02-23 12:59:58,4.0,13.75,646.5,52.25,271.0,78,19,15,0.0,0.0,1
2020-02-23 13:59:58,4.5,15.25,723.5,48.25,202.0,73,20,15,0.0,0.0,1
2020-02-23 14:59:58,4.75,16.5,769.25,45.5,134.0,71,21,15,0.0,0.0,1
2020-02-23 15:59:59,5.0,17.25,744.0,44.0,83.0,71,21,16,0.0,0.0,1
2020-02-23 16:59:59,5.0,17.5,665.0,43.25,72.0,72,21,16,0.0,0.0,1
2020-02-23 17:59:59,5.0,17.25,510.75,44.0,39.0,74,21,16,0.0,0.0,1
2020-02-23 18:59:59,5.25,16.5,319.5,47.0,0.0,78,20,16,0.0,0.0,1
2020-02-23 19:59:59,5.75,15.5,169.75,51.0,0.0,80,20,16,0.0,0.0,1
2020-02-23 20:59:59,6.25,14.75,63.75,55.5,0.0,82,19,16,0.0,0.0,1
2020-02-23 21:59:59,7.0,14.0,11.0,60.75,0.0,83,19,16,0.0,0.0,1
2020-02-23 22:59:59,7.5,13.5,0.0,65.5,0.0,85,19,16,0.0,0.0,1
2020-02-23 23:59:59,7.75,13.0,0.0,70.0,0.0,87,19,17,0.0,0.0,1
2020-02-24 00:59:59,0.0,0.0,0.0,0.0,0.0,90,19,17,0.0,0.0,1
2020-02-24 01:59:59,0.0,0.0,0.0,0.0,0.0,91,19,17,0.0,0.0,1
2020-02-24 02:59:59,0.0,0.0,0.0,0.0,0.0,92,19,17,0.0,0.0,1
2020-02-24 03:59:59,9.25,13.0,0.0,79.5,0.0,93,19,17,0.0,0.0,1
2020-02-24 04:59:57,9.5,13.0,0.0,80.75,0.0,94,18,17,0.0,0.0,1
2020-02-24 05:59:58,9.75,13.0,0.0,81.75,0.0,94,18,17,0.0,0.0,1
2020-02-24 06:59:58,10.0,12.75,0.0,83.0,0.0,94,18,17,0.0,0.0,1
2020-02-24 07:59:58,10.0,12.5,13.5,84.25,60.0,94,17,17,0.0,0.0,1
2020-02-24 08:59:58,10.25,12.5,30.75,85.0,162.0,84,17,15,0.0,0.0,1
2020-02-24 09:59:58,10.5,12.75,77.75,86.0,246.0,59,18,10,0.0,0.0,1
2020-02-24 10:59:58,11.25,13.5,134.5,86.0,352.0,51,18,8,0.0,0.0,1
2020-02-24 11:59:58,12.25,14.75,207.25,85.0,417.0,47,18,7,0.0,0.0,1
2020-02-24 12:59:58,13.25,16.25,257.75,83.0,497.0,45,18,6,0.0,0.0,1
2020-02-24 13:59:58,14.25,17.75,261.25,79.5,591.0,41,19,6,0.0,0.0,1
2020-02-24 14:59:59,14.75,19.25,238.0,76.0,559.0,37,21,6,0.0,0.0,1
2020-02-24 15:59:59,15.25,20.25,172.5,73.25,330.0,37,21,6,0.0,0.0,1
2020-02-24 16:59:59,15.5,20.75,122.75,71.75,230.0,36,21,6,0.0,0.0,1
2020-02-24 17:59:59,15.75,21.0,82.0,72.0,163.0,38,21,6,0.0,0.0,1
2020-02-24 18:59:59,16.0,20.75,48.5,73.75,30.0,42,20,6,0.0,0.0,1
2020-02-24 19:59:59,16.0,20.5,27.75,76.0,0.0,50,18,7,0.0,0.0,1
2020-02-24 20:59:59,16.0,20.0,9.75,78.5,0.0,60,15,8,0.0,0.0,1
2020-02-24 21:59:59,16.0,19.5,0.0,80.75,0.0,68,13,8,0.0,0.0,1
2020-02-24 22:59:59,16.0,19.25,0.0,82.5,0.0,74,12,7,0.0,0.0,1
2020-02-24 23:59:58,16.25,19.0,0.0,84.25,0.0,80,10,7,0.0,0.0,1
2020-02-25 00:59:59,0.0,0.0,0.0,0.0,0.0,83,9,7,0.0,0.0,1
2020-02-25 01:59:59,0.0,0.0,0.0,0.0,0.0,86,8,6,0.0,0.0,1
2020-02-25 02:59:59,0.0,0.0,0.0,0.0,0.0,89,8,6,0.0,0.0,1
2020-02-25 03:59:58,17.0,19.0,0.0,91.5,0.0,90,7,6,0.0,0.0,1
2020-02-25 04:59:58,17.0,18.75,0.0,92.5,0.0,90,7,6,0.0,0.0,1
2020-02-25 05:59:58,17.0,18.5,0.0,93.25,0.0,86,8,6,0.0,0.0,1
2020-02-25 06:59:58,17.0,18.25,0.0,93.75,0.0,79,10,7,0.0,0.0,1
2020-02-25 07:59:58,17.0,17.75,15.0,94.0,121.0,78,10,6,0.0,0.0,1
2020-02-25 08:59:58,16.5,17.5,55.5,91.5,313.0,75,11,7,0.0,0.0,1
2020-02-25 09:59:58,14.75,17.5,117.0,82.75,494.0,68,12,7,0.0,0.0,1
2020-02-25 10:59:58,12.5,17.5,205.0,72.0,633.0,62,14,7,0.0,0.0,1
2020-02-25 11:59:58,10.0,17.75,294.25,60.25,724.0,59,15,7,0.0,0.0,1
2020-02-25 12:59:59,7.75,18.0,378.0,50.5,752.0,55,16,7,0.0,0.0,1
2020-02-25 13:59:59,6.75,18.25,464.25,46.0,751.0,50,17,7,0.0,0.0,1
2020-02-25 14:59:59,6.25,19.0,516.0,42.5,710.0,46,18,7,0.0,0.0,1
2020-02-25 15:59:59,6.0,19.75,494.25,40.0,608.0,44,19,7,0.0,0.0,1
2020-02-25 16:59:59,6.0,20.5,427.5,37.75,496.0,45,18,6,0.0,0.0,1
2020-02-25 17:59:59,6.0,21.0,320.5,37.0,315.0,48,17,6,0.0,0.0,1
2020-02-25 18:59:59,6.0,20.75,188.25,38.25,40.0,50,15,5,0.0,0.0,1
2020-02-25 19:59:59,6.25,20.0,105.75,41.5,0.0,50,14,4,0.0,0.0,1
2020-02-25 20:59:59,6.75,18.5,48.25,47.5,0.0,38,14,1,0.0,0.0,1
2020-02-25 21:59:58,7.25,16.5,7.5,55.0,0.0,36,14,-1,0.0,0.0,1
2020-02-25 22:59:58,7.5,14.5,0.0,63.0,0.0,33,14,-2,0.0,0.0,1
2020-02-25 23:59:58,7.5,12.5,0.0,70.5,0.0,31,13,-4,0.0,0.0,1
2020-02-26 00:59:59,0.0,0.0,0.0,0.0,0.0,31,12,-5,0.0,0.0,1
2020-02-26 01:59:57,0.0,0.0,0.0,0.0,0.0,36,10,-4,0.0,0.0,1
2020-02-26 02:59:58,0.0,0.0,0.0,0.0,0.0,45,8,-3,0.0,0.0,1
2020-02-26 03:59:58,6.25,8.0,0.0,87.0,0.0,52,7,-2,0.0,0.0,1
2020-02-26 04:59:58,6.0,7.5,0.0,88.75,0.0,57,6,-2,0.0,0.0,1
2020-02-26 05:59:58,6.0,7.5,0.0,88.75,0.0,60,5,-2,0.0,0.0,1
2020-02-26 06:59:58,6.25,8.0,0.0,86.25,0.0,62,5,-2,0.0,0.0,1
2020-02-26 07:59:58,6.25,8.75,30.25,83.25,97.0,60,5,-2,0.0,0.0,1
2020-02-26 08:59:58,6.5,9.75,108.5,79.5,420.0,54,6,-2,0.0,0.0,1
2020-02-26 09:59:58,6.75,10.75,232.0,75.0,527.0,51,7,-2,0.0,0.0,1
2020-02-26 10:59:58,6.75,11.75,390.25,70.75,744.0,49,8,-2,0.0,0.0,1
2020-02-26 11:59:59,7.0,13.0,541.0,66.0,918.0,46,9,-2,0.0,0.0,1
2020-02-26 12:59:59,7.0,14.25,650.75,61.0,951.0,42,10,-2,0.0,0.0,1
2020-02-26 13:59:59,7.0,15.5,715.0,56.5,856.0,37,11,-3,0.0,0.0,1
2020-02-26 14:59:59,7.0,16.5,734.25,52.5,782.0,34,12,-3,0.0,0.0,1
2020-02-26 15:59:59,7.0,17.5,705.25,48.75,631.0,32,12,-4,0.0,0.0,1
2020-02-26 16:59:59,6.75,18.0,641.25,46.25,475.0,31,12,-5,0.0,0.0,1
2020-02-26 17:59:59,6.5,18.0,532.25,45.75,281.0,32,11,-5,0.0,0.0,1
2020-02-26 18:59:59,6.0,17.25,364.75,46.75,42.0,35,10,-5,0.0,0.0,1
2020-02-26 19:59:59,5.25,16.0,212.75,48.25,0.0,39,9,-4,0.0,0.0,1
2020-02-26 20:59:58,4.0,15.0,88.75,46.5,0.0,44,8,-4,0.0,0.0,1
2020-02-26 21:59:58,2.25,14.25,10.0,43.5,0.0,51,6,-3,0.0,0.0,1
2020-02-26 22:59:58,0.5,14.0,0.0,39.25,0.0,56,5,-3,0.0,0.0,1
2020-02-26 23:59:58,-1.5,13.75,0.0,34.5,0.0,60,4,-3,0.0,0.0,1
2020-02-27 00:59:58,0.0,0.0,0.0,0.0,0.0,64,3,-3,0.0,0.0,1
2020-02-27 01:59:58,0.0,0.0,0.0,0.0,0.0,67,2,-3,0.0,0.0,1
2020-02-27 02:59:58,0.0,0.0,0.0,0.0,0.0,71,1,-3,0.0,0.0,1
2020-02-27 03:59:58,-3.5,9.25,0.0,41.0,0.0,73,1,-3,0.0,0.0,1
2020-02-27 04:59:58,-2.75,7.75,0.0,47.5,0.0,77,0,-4,0.0,0.0,1
2020-02-27 05:59:58,-2.25,6.5,0.0,53.5,0.0,79,-1,-4,0.0,0.0,1
2020-02-27 06:59:58,-2.0,5.75,0.0,57.75,5.0,79,-1,-4,0.0,0.0,1
2020-02-27 07:59:58,-2.0,5.25,24.25,59.75,137.0,80,-1,-4,0.0,0.0,1
2020-02-27 08:59:58,-2.0,5.25,129.25,59.0,343.0,71,2,-2,0.0,0.0,1
2020-02-27 09:59:59,-2.0,5.75,261.0,56.75,529.0,48,8,-2,0.0,0.0,1
2020-02-27 10:59:59,-2.0,6.5,447.0,53.5,675.0,37,11,-3,0.0,0.0,1
2020-02-27 11:59:59,-2.0,7.5,652.25,50.0,765.0,31,14,-3,0.0,0.0,1
2020-02-27 12:59:59,-2.0,8.5,785.0,47.0,791.0,25,15,-5,0.0,0.0,1
2020-02-27 13:59:59,-2.25,9.5,867.25,43.5,791.0,22,16,-5,0.0,0.0,1
2020-02-27 14:59:59,-2.5,10.5,876.75,39.75,745.0,20,17,-5,0.0,0.0,1
2020-02-27 15:59:59,-3.0,11.25,805.0,36.25,635.0,19,18,-5,0.0,0.0,1
2020-02-27 16:59:59,-3.75,11.75,686.0,33.5,476.0,19,19,-5,0.0,0.0,1
2020-02-27 17:59:59,-4.25,11.75,542.25,32.25,281.0,21,18,-5,0.0,0.0,1
2020-02-27 18:59:58,-4.75,11.25,357.25,32.5,40.0,27,16,-3,0.0,0.0,1
2020-02-27 19:59:58,-4.75,10.5,199.5,34.25,0.0,31,14,-3,0.0,0.0,1
2020-02-27 20:59:58,-4.5,9.5,80.75,37.5,0.0,33,12,-3,0.0,0.0,1
2020-02-27 21:59:58,-4.0,8.25,10.5,42.25,0.0,38,11,-3,0.0,0.0,1
2020-02-27 22:59:58,-3.5,7.0,0.0,47.5,0.0,47,8,-2,0.0,0.0,1
2020-02-27 23:59:58,-3.25,5.75,0.0,52.75,0.0,53,7,-2,0.0,0.0,1
2020-02-28 00:59:58,0.0,0.0,0.0,0.0,0.0,44,8,-3,0.0,0.0,1
2020-02-28 01:59:58,0.0,0.0,0.0,0.0,0.0,42,8,-4,0.0,0.0,1
2020-02-28 02:59:58,0.0,0.0,0.0,0.0,0.0,47,8,-3,0.0,0.0,1
2020-02-28 03:59:58,-3.0,1.75,0.0,68.75,0.0,50,7,-2,0.0,0.0,1
2020-02-28 04:59:58,-3.25,1.0,0.0,72.0,0.0,53,7,-2,0.0,0.0,1
2020-02-28 05:59:58,-3.5,0.25,0.0,75.0,0.0,59,5,-2,0.0,0.0,1
2020-02-28 06:59:58,-3.75,-0.25,1.25,77.0,7.0,61,5,-2,0.0,0.0,1
2020-02-28 07:59:58,-4.0,-0.75,35.5,78.75,120.0,63,5,-2,0.0,0.0,1
2020-02-28 08:59:59,-3.5,-0.25,121.25,77.25,378.0,53,8,-1,0.0,0.0,1
2020-02-28 09:59:59,-3.0,2.0,253.5,69.5,541.0,41,12,0,0.0,0.0,1
2020-02-28 10:59:59,-2.75,5.0,421.0,59.0,708.0,34,15,0,0.0,0.0,1
2020-02-28 11:59:59,-2.5,8.75,578.0,46.75,759.0,28,17,-1,0.0,0.0,1
2020-02-28 12:59:59,-3.25,12.0,690.0,35.25,791.0,23,20,-1,0.0,0.0,1
2020-02-28 13:59:59,-4.0,14.0,755.5,28.75,788.0,19,22,-2,0.0,0.0,1
2020-02-28 14:59:59,-4.5,15.5,773.0,24.5,747.0,17,24,-2,0.0,0.0,1
2020-02-28 15:59:59,-5.0,16.5,740.5,21.5,645.0,18,24,-1,0.0,0.0,1
2020-02-28 16:59:59,-5.0,17.5,661.75,20.0,408.0,21,23,0,0.0,0.0,1
2020-02-28 17:59:58,-5.0,18.0,534.25,19.75,202.0,24,22,1,0.0,0.0,1
2020-02-28 18:59:58,-4.5,17.75,358.0,21.5,40.0,26,20,0,0.0,0.0,1
2020-02-28 19:59:58,-4.0,16.75,199.25,24.5,0.0,32,18,1,0.0,0.0,1
2020-02-28 20:59:58,-3.5,15.0,80.25,28.0,0.0,37,16,2,0.0,0.0,1
2020-02-28 21:59:58,-3.0,13.25,10.0,32.25,0.0,43,15,3,0.0,0.0,1
2020-02-28 22:59:58,-2.75,11.25,0.0,37.25,0.0,51,13,3,0.0,0.0,1
2020-02-28 23:59:58,-2.5,9.5,0.0,42.75,0.0,56,11,3,0.0,0.0,1
2020-02-29 00:59:58,0.0,0.0,0.0,0.0,0.0,64,9,3,0.0,0.0,1
2020-02-29 01:59:58,0.0,0.0,0.0,0.0,0.0,69,8,3,0.0,0.0,1
2020-02-29 02:59:58,0.0,0.0,0.0,0.0,0.0,70,8,3,0.0,0.0,1
2020-02-29 03:59:58,-3.0,7.75,0.0,45.75,0.0,64,9,2,0.0,0.0,1
2020-02-29 04:59:58,-2.75,7.5,0.0,48.0,0.0,66,9,3,0.0,0.0,1
2020-02-29 05:59:58,-2.25,6.75,0.0,52.25,0.0,70,7,2,0.0,0.0,1
2020-02-29 06:59:59,-2.0,6.0,1.75,55.75,0.0,77,6,2,0.0,0.0,1
2020-02-29 07:59:59,-2.0,5.5,31.75,59.0,83.0,78,6,3,0.0,0.0,1
2020-02-29 08:59:59,-1.75,5.75,126.25,59.0,439.0,63,9,2,0.0,0.0,1
2020-02-29 09:59:59,-1.25,7.5,261.5,54.5,529.0,43,14,2,0.0,0.0,1
2020-02-29 10:59:59,-0.75,10.0,436.75,47.75,673.0,37,18,4,0.0,0.0,1
2020-02-29 11:59:59,-0.5,13.0,596.5,39.0,805.0,32,21,4,0.0,0.0,1
2020-02-29 12:59:59,-0.5,16.0,699.75,31.5,835.0,30,22,4,0.0,0.0,1
2020-02-29 13:59:59,-1.0,18.5,761.5,26.0,838.0,26,23,3,0.0,0.0,1
2020-02-29 14:59:59,-1.5,20.75,771.25,21.75,840.0,27,24,4,0.0,0.0,1
2020-02-29 15:59:58,-1.5,22.5,742.75,19.25,707.0,32,24,6,0.0,0.0,1
2020-02-29 16:59:58,-1.25,23.25,647.0,18.75,483.0,34,24,7,0.0,0.0,1
2020-02-29 17:59:58,-0.5,23.25,500.5,20.0,294.0,39,23,8,0.0,0.0,1
2020-02-29 18:59:58,0.0,22.25,323.75,22.25,35.0,47,21,9,0.0,0.0,1
2020-02-29 19:59:58,0.5,20.75,162.5,25.75,0.0,51,19,9,0.0,0.0,1
2020-02-29 20:59:58,1.0,19.0,60.5,29.75,0.0,61,18,10,0.0,0.0,1
2020-02-29 21:59:58,1.5,17.25,10.0,34.5,0.0,70,17,12,0.0,0.0,1
2020-02-29 22:59:58,2.25,15.5,0.0,40.75,0.0,76,16,12,0.0,0.0,1
2020-02-29 23:59:59,2.75,13.75,0.0,46.75,0.0,79,16,12,0.0,0.0,1
2020-03-01 00:59:58,0.0,0.0,0.0,0.0,0.0,80,16,12,0.0,0.0,1
2020-03-01 01:59:58,0.0,0.0,0.0,0.0,0.0,81,15,12,0.0,0.0,1
2020-03-01 02:59:58,0.0,0.0,0.0,0.0,0.0,83,15,12,0.0,0.0,1
2020-03-01 03:59:58,2.75,8.5,0.0,66.75,0.0,85,15,12,0.0,0.0,1
2020-03-01 04:59:58,2.75,8.5,0.0,67.25,0.0,87,14,12,0.0,0.0,1
2020-03-01 05:59:59,2.5,8.25,0.0,67.5,0.0,89,14,13,0.0,0.0,1
2020-03-01 06:59:59,2.25,7.75,0.0,69.25,0.0,89,15,13,0.0,0.0,1
2020-03-01 07:59:59,2.5,7.0,20.75,72.75,62.0,89,15,13,0.0,0.0,1
2020-03-01 08:59:59,2.25,7.0,130.5,72.0,84.0,88,15,13,0.0,0.0,1
2020-03-01 09:59:59,2.25,8.75,262.75,65.25,156.0,85,17,14,0.0,0.0,1
2020-03-01 10:59:59,2.75,11.75,431.0,55.25,308.0,80,19,15,0.0,0.0,1
2020-03-01 11:59:59,3.0,15.5,611.5,43.75,346.0,76,20,16,0.0,0.0,1
2020-03-01 12:59:59,3.5,18.75,710.5,35.5,459.0,72,21,16,0.0,0.0,1
2020-03-01 13:59:59,3.75,21.0,787.75,31.25,633.0,68,22,16,0.0,0.0,1
2020-03-01 14:59:58,3.75,22.5,829.5,28.75,835.0,62,24,16,0.0,0.0,1
2020-03-01 15:59:58,4.25,23.25,805.0,28.75,652.0,59,25,16,0.0,0.0,1
2020-03-01 16:59:58,5.0,23.75,717.0,29.75,420.0,57,25,16,0.0,0.0,1
2020-03-01 17:59:58,6.25,23.75,581.0,33.0,200.0,59,24,16,0.0,0.0,1
2020-03-01 18:59:58,7.5,23.0,379.75,38.0,40.0,62,23,16,0.0,0.0,1
2020-03-01 19:59:58,8.25,21.75,203.0,42.75,0.0,72,22,17,0.0,0.0,1
2020-03-01 20:59:58,9.0,20.25,82.25,49.5,0.0,78,21,17,0.0,0.0,1
2020-03-01 21:59:58,10.0,18.75,8.75,57.25,0.0,83,20,17,0.0,0.0,1
2020-03-01 22:59:59,10.75,17.5,0.0,64.5,0.0,86,19,17,0.0,0.0,1
2020-03-01 23:59:59,11.5,16.75,0.0,71.5,0.0,88,19,17,0.0,0.0,1